gas_meter_id,object_type
6355,Commercial object
6354,Commercial object
6353,Commercial object
6352,Commercial object
6351,Residential object
6350,Commercial object
6349,Commercial object
6348,Residential object
6347,Residential object
6346,Residential object
6345,Residential object
6344,Residential object
6343,Residential object
6342,Residential object
6341,Commercial object
6340,Commercial object
6339,Residential object
6338,Residential object
6337,Residential object
6336,Residential object
6335,Commercial object
6334,Commercial object
6333,Commercial object
6332,Commercial object
6331,Commercial object
6330,Commercial object
6329,Residential object
6328,Commercial object
6327,Residential object
6326,Commercial object
6325,Commercial object
6324,Residential object
6323,Residential object
6322,Commercial object
6321,Commercial object
6320,Residential object
6319,Commercial object
6318,Commercial object
6317,Residential object
6316,Commercial object
6315,Residential object
6314,Commercial object
6313,Residential object
6312,Residential object
6311,Commercial object
6310,Commercial object
6309,Commercial object
6308,Commercial object
6307,Commercial object
6306,Commercial object
6305,Residential object
6304,Commercial object
6303,Residential object
6302,Commercial object
6301,Residential object
6300,Residential object
6299,Residential object
6298,Commercial object
6297,Residential object
6296,Residential object
6295,Commercial object
6294,Commercial object
6293,Commercial object
6292,Commercial object
6291,Commercial object
6290,Residential object
6289,Commercial object
6288,Commercial object
6287,Commercial object
6286,Residential object
6285,Commercial object
6284,Commercial object
6283,Commercial object
6282,Residential object
6281,Residential object
6280,Commercial object
6279,Residential object
6278,Residential object
6277,Residential object
6276,Residential object
6275,Residential object
6274,Residential object
6273,Commercial object
6272,Residential object
6271,Commercial object
6270,Residential object
6269,Commercial object
6268,Residential object
6267,Residential object
6266,Commercial object
6265,Residential object
6264,Residential object
6263,Residential object
6262,Commercial object
6261,Residential object
6260,Residential object
6259,Commercial object
6258,Residential object
6257,Residential object
6256,Residential object
6255,Residential object
6254,Residential object
6253,Residential object
6252,Commercial object
6251,Residential object
6250,Residential object
6249,Residential object
6248,Residential object
6247,Commercial object
6246,Residential object
6245,Commercial object
6244,Commercial object
6243,Commercial object
6242,Commercial object
6241,Commercial object
6240,Residential object
6239,Residential object
6238,Commercial object
6237,Commercial object
6236,Residential object
6235,Commercial object
6234,Residential object
6233,Commercial object
6232,Residential object
6231,Commercial object
6230,Residential object
6229,Residential object
6228,Commercial object
6227,Commercial object
6226,Commercial object
6225,Commercial object
6224,Residential object
6223,Commercial object
6222,Commercial object
6221,Residential object
6220,Residential object
6219,Residential object
6218,Residential object
6217,Residential object
6216,Commercial object
6215,Commercial object
6214,Residential object
6213,Commercial object
6212,Residential object
6211,Commercial object
6210,Residential object
6209,Residential object
6208,Residential object
6207,Residential object
6206,Commercial object
6205,Commercial object
6204,Commercial object
6203,Residential object
6202,Residential object
6201,Commercial object
6200,Residential object
6199,Commercial object
6198,Commercial object
6197,Residential object
6196,Residential object
6195,Residential object
6194,Residential object
6193,Commercial object
6192,Residential object
6191,Commercial object
6190,Residential object
6189,Residential object
6188,Commercial object
6187,Commercial object
6186,Residential object
6185,Residential object
6184,Residential object
6183,Residential object
6182,Commercial object
6181,Commercial object
6180,Residential object
6179,Commercial object
6178,Residential object
6177,Commercial object
6176,Residential object
6175,Residential object
6174,Residential object
6173,Residential object
6172,Commercial object
6171,Commercial object
6170,Commercial object
6169,Residential object
6168,Commercial object
6167,Residential object
6166,Residential object
