service_type_id,service_name,utility_company_id
796,Installation of energy-efficient lighting and heating systems,3159
1475,Supply of electricity for lighting and household needs of the residents,356
1166,Supply of electricity for lighting and household needs of the residents,2899
511,Supply of electricity for lighting and household needs of the residents,5506
1830,Organizing regular garbage collection and its subsequent disposal,6104
366,Repair and replacement of the heating system in residential premises,2973
1528,Supply of electricity for lighting and household needs of the residents,2673
891,Repair and replacement of the heating system in residential premises,956
2621,Installation of energy-efficient lighting and heating systems,5100
1348,Installing modern electricity meters to accurately record consumption,116
2207,Organizing regular garbage collection and its subsequent disposal,2516
407,Regular maintenance of elevators in residential buildings,4598
2362,Conducting seminars and trainings on energy efficiency for residents and businesses,6054
1781,Provision of district heating services for apartment buildings,2623
1901,Advising on the choice of energy-efficient technologies and equipment for households,2595
140,Supply of drinking water for residents and businesses,4487
870,Conducting seminars and trainings on energy efficiency for residents and businesses,3719
439,Provision of district heating services for apartment buildings,1196
1176,Organizing regular garbage collection and its subsequent disposal,2081
593,Organizing regular garbage collection and its subsequent disposal,2012
