services_id,rate_amount,service_type,rate_name,rate_category
3215,68.1,Energy supply,Heating,Combined tariffs
1402,50.6,Energy supply,Heating,Economy tariffs
2930,52.3,Installation of equipment,Electricity supply,Preferential tariffs
2710,70.8,Repair,Gas supply,Discounted rates
695,60.1,Installation of equipment,Gas supply,Standard tariffs
1736,93.2,Consulting,Electricity supply,Discounted rates
3044,51.7,Servicing,Electricity supply,Economy tariffs
568,68.1,Energy supply,Heating,Economy tariffs
2224,91.8,Consulting,Electricity supply,Preferential tariffs
3045,80.7,Energy supply,Heating,Preferential tariffs
1278,76.4,Energy supply,Electricity supply,Standard tariffs
701,65.4,Installation of equipment,Electricity supply,Standard tariffs
3368,99.6,Energy supply,Drainage,Combined tariffs
91,93.8,Consulting,Heating,Individual tariffs
2767,98.8,Servicing,Drainage,Combined tariffs
1372,74.3,Energy supply,Drainage,Tariffs for industry
480,55.6,Servicing,Heating,Tariffs for industry
3276,71.4,Repair,Heating,Combined tariffs
173,69.8,Installation of equipment,Gas supply,Individual tariffs
3744,91.9,Servicing,Electricity supply,Tariffs for industry
1888,86.4,Installation of equipment,Heating,Preferential tariffs
2764,87.7,Consulting,Electricity supply,Individual tariffs
416,66.6,Consulting,Electricity supply,Individual tariffs
1311,95.0,Consulting,Heating,Economy tariffs
2769,87.2,Servicing,Water supply,Standard tariffs
1567,82.2,Energy supply,Electricity supply,Economy tariffs
3653,51.5,Energy supply,Gas supply,Discounted rates
2306,76.1,Consulting,Drainage,Preferential tariffs
1982,84.3,Servicing,Gas supply,Combined tariffs
3925,62.7,Energy supply,Drainage,Individual tariffs
2486,52.4,Servicing,Gas supply,Tariffs for industry
437,55.3,Energy supply,Heating,Preferential tariffs
2642,98.2,Consulting,Water supply,Tariffs for industry
1235,63.3,Servicing,Gas supply,Combined tariffs
2922,73.6,Consulting,Gas supply,Economy tariffs
3648,80.0,Installation of equipment,Gas supply,Economy tariffs
3327,93.0,Consulting,Water supply,Standard tariffs
2543,63.9,Installation of equipment,Electricity supply,Discounted rates
271,81.3,Energy supply,Heating,Individual tariffs
2792,53.3,Energy supply,Drainage,Tariffs for industry
3581,77.2,Installation of equipment,Gas supply,Discounted rates
2801,87.8,Consulting,Heating,Discounted rates
2351,55.9,Installation of equipment,Gas supply,Combined tariffs
32,84.4,Servicing,Electricity supply,Standard tariffs
3228,65.8,Energy supply,Drainage,Individual tariffs
3476,79.1,Installation of equipment,Water supply,Preferential tariffs
1201,54.2,Consulting,Electricity supply,Combined tariffs
2091,70.1,Installation of equipment,Water supply,Combined tariffs
2912,59.6,Installation of equipment,Heating,Discounted rates
2883,95.9,Repair,Electricity supply,Preferential tariffs
748,55.9,Energy supply,Heating,Preferential tariffs
655,51.5,Repair,Gas supply,Preferential tariffs
3805,64.2,Consulting,Drainage,Combined tariffs
862,88.5,Installation of equipment,Heating,Combined tariffs
1610,66.3,Energy supply,Gas supply,Economy tariffs
1719,80.8,Installation of equipment,Drainage,Discounted rates
2093,67.1,Installation of equipment,Water supply,Combined tariffs
3386,68.3,Consulting,Drainage,Tariffs for industry
72,89.1,Installation of equipment,Heating,Individual tariffs
513,76.4,Repair,Water supply,Economy tariffs
932,83.5,Installation of equipment,Water supply,Individual tariffs
924,96.1,Consulting,Gas supply,Tariffs for industry
2056,88.7,Servicing,Water supply,Standard tariffs
370,81.8,Installation of equipment,Heating,Discounted rates
2327,94.4,Installation of equipment,Water supply,Tariffs for industry
2089,61.1,Installation of equipment,Gas supply,Discounted rates
3506,54.9,Energy supply,Gas supply,Tariffs for industry
2233,91.1,Servicing,Electricity supply,Preferential tariffs
3686,75.3,Energy supply,Heating,Standard tariffs
2749,75.6,Repair,Heating,Preferential tariffs
1551,57.3,Consulting,Water supply,Combined tariffs
3641,96.1,Installation of equipment,Heating,Individual tariffs
461,72.9,Energy supply,Drainage,Discounted rates
3460,98.3,Energy supply,Electricity supply,Tariffs for industry
3782,68.2,Repair,Drainage,Combined tariffs
3391,73.9,Repair,Gas supply,Combined tariffs
55,81.2,Installation of equipment,Water supply,Individual tariffs
1365,65.4,Energy supply,Electricity supply,Standard tariffs
254,84.7,Installation of equipment,Gas supply,Tariffs for industry
1259,83.2,Servicing,Gas supply,Preferential tariffs
616,54.8,Energy supply,Drainage,Individual tariffs
3710,52.2,Consulting,Water supply,Combined tariffs
1768,76.4,Consulting,Water supply,Tariffs for industry
1657,90.0,Energy supply,Electricity supply,Economy tariffs
250,53.9,Repair,Gas supply,Preferential tariffs
1146,93.1,Repair,Gas supply,Individual tariffs
2246,58.0,Energy supply,Heating,Combined tariffs
814,60.3,Repair,Electricity supply,Individual tariffs
706,99.6,Repair,Gas supply,Tariffs for industry
2867,86.6,Servicing,Drainage,Individual tariffs
2574,89.5,Energy supply,Gas supply,Economy tariffs
1365,64.8,Repair,Water supply,Discounted rates
1118,50.3,Servicing,Gas supply,Preferential tariffs
2120,65.2,Installation of equipment,Gas supply,Combined tariffs
3554,56.3,Consulting,Drainage,Economy tariffs
3403,73.2,Consulting,Water supply,Standard tariffs
3354,69.6,Repair,Electricity supply,Preferential tariffs
1544,61.0,Energy supply,Gas supply,Individual tariffs
2563,73.5,Servicing,Heating,Individual tariffs
3485,84.7,Installation of equipment,Electricity supply,Tariffs for industry
3762,50.8,Consulting,Water supply,Standard tariffs
3681,60.3,Repair,Electricity supply,Economy tariffs
1471,62.1,Servicing,Electricity supply,Discounted rates
3484,61.0,Repair,Water supply,Discounted rates
2356,59.7,Consulting,Gas supply,Economy tariffs
3792,82.8,Servicing,Electricity supply,Individual tariffs
3808,87.0,Servicing,Water supply,Individual tariffs
2328,98.3,Servicing,Water supply,Individual tariffs
3821,77.4,Installation of equipment,Electricity supply,Standard tariffs
2936,88.7,Consulting,Heating,Combined tariffs
2610,89.4,Installation of equipment,Water supply,Standard tariffs
1522,97.9,Consulting,Electricity supply,Combined tariffs
2653,72.4,Installation of equipment,Electricity supply,Economy tariffs
2615,69.8,Repair,Drainage,Standard tariffs
2516,68.3,Repair,Water supply,Preferential tariffs
2077,52.3,Repair,Water supply,Preferential tariffs
1218,93.6,Installation of equipment,Water supply,Preferential tariffs
2000,83.0,Energy supply,Gas supply,Economy tariffs
3577,73.3,Installation of equipment,Water supply,Individual tariffs
1324,61.9,Consulting,Drainage,Preferential tariffs
3489,90.3,Consulting,Water supply,Tariffs for industry
420,79.2,Servicing,Drainage,Individual tariffs
977,84.7,Installation of equipment,Gas supply,Preferential tariffs
503,78.1,Installation of equipment,Drainage,Standard tariffs
225,88.4,Energy supply,Drainage,Standard tariffs
1602,51.5,Servicing,Electricity supply,Standard tariffs
3201,84.7,Servicing,Electricity supply,Individual tariffs
2350,81.8,Consulting,Gas supply,Individual tariffs
2234,93.6,Installation of equipment,Heating,Preferential tariffs
607,95.8,Repair,Gas supply,Combined tariffs
1232,69.9,Repair,Drainage,Economy tariffs
984,57.1,Installation of equipment,Water supply,Preferential tariffs
1491,51.8,Installation of equipment,Heating,Standard tariffs
3124,55.3,Servicing,Water supply,Individual tariffs
1228,95.5,Repair,Water supply,Standard tariffs
2964,76.7,Consulting,Heating,Tariffs for industry
3764,60.6,Repair,Gas supply,Discounted rates
3179,50.2,Installation of equipment,Water supply,Individual tariffs
3684,92.6,Servicing,Heating,Economy tariffs
177,56.6,Servicing,Gas supply,Individual tariffs
3694,83.3,Installation of equipment,Electricity supply,Economy tariffs
3947,85.7,Energy supply,Gas supply,Economy tariffs
410,56.0,Installation of equipment,Electricity supply,Combined tariffs
935,82.6,Repair,Drainage,Economy tariffs
2115,96.5,Consulting,Electricity supply,Standard tariffs
3125,72.9,Energy supply,Electricity supply,Standard tariffs
3161,67.5,Installation of equipment,Drainage,Discounted rates
3428,56.6,Servicing,Electricity supply,Individual tariffs
2046,81.5,Servicing,Gas supply,Preferential tariffs
61,74.6,Consulting,Electricity supply,Standard tariffs
2024,50.7,Consulting,Water supply,Preferential tariffs
2887,54.2,Servicing,Heating,Economy tariffs
92,80.1,Consulting,Drainage,Individual tariffs
1135,75.0,Servicing,Electricity supply,Discounted rates
1018,61.2,Servicing,Heating,Individual tariffs
377,76.9,Consulting,Gas supply,Combined tariffs
2101,75.4,Repair,Gas supply,Discounted rates
1955,83.3,Repair,Electricity supply,Preferential tariffs
339,84.9,Repair,Electricity supply,Combined tariffs
3294,79.9,Energy supply,Gas supply,Tariffs for industry
1659,81.0,Energy supply,Gas supply,Combined tariffs
2037,85.6,Repair,Water supply,Economy tariffs
344,80.6,Installation of equipment,Gas supply,Discounted rates
3547,69.3,Consulting,Drainage,Individual tariffs
2228,68.2,Energy supply,Heating,Tariffs for industry
957,95.8,Servicing,Electricity supply,Combined tariffs
2343,50.4,Installation of equipment,Water supply,Economy tariffs
1393,58.6,Servicing,Gas supply,Economy tariffs
1323,74.3,Consulting,Heating,Individual tariffs
3230,65.6,Energy supply,Heating,Individual tariffs
2035,73.5,Repair,Water supply,Combined tariffs
435,98.4,Repair,Gas supply,Combined tariffs
3779,89.9,Consulting,Heating,Individual tariffs
299,86.1,Installation of equipment,Water supply,Combined tariffs
1028,76.5,Energy supply,Heating,Economy tariffs
2087,99.2,Installation of equipment,Water supply,Standard tariffs
2258,54.6,Energy supply,Electricity supply,Preferential tariffs
1666,63.0,Installation of equipment,Water supply,Preferential tariffs
3649,56.2,Repair,Water supply,Standard tariffs
335,60.2,Energy supply,Gas supply,Combined tariffs
1250,67.5,Servicing,Drainage,Standard tariffs
942,98.2,Servicing,Drainage,Tariffs for industry
764,53.3,Repair,Drainage,Tariffs for industry
3931,60.8,Energy supply,Drainage,Individual tariffs
3298,84.8,Consulting,Gas supply,Economy tariffs
2462,51.4,Energy supply,Electricity supply,Preferential tariffs
844,58.8,Servicing,Heating,Discounted rates
1179,74.1,Energy supply,Electricity supply,Individual tariffs
535,78.6,Servicing,Drainage,Discounted rates
3377,71.9,Installation of equipment,Drainage,Standard tariffs
3187,59.4,Consulting,Gas supply,Preferential tariffs
1154,63.5,Installation of equipment,Drainage,Economy tariffs
2976,87.7,Installation of equipment,Heating,Economy tariffs
1150,57.5,Repair,Water supply,Preferential tariffs
33,96.2,Installation of equipment,Drainage,Individual tariffs
1006,52.8,Repair,Drainage,Tariffs for industry
1363,91.2,Energy supply,Gas supply,Standard tariffs
2725,62.0,Servicing,Drainage,Standard tariffs
274,68.2,Consulting,Electricity supply,Individual tariffs
848,92.6,Installation of equipment,Drainage,Combined tariffs
293,65.5,Installation of equipment,Gas supply,Economy tariffs
2650,90.0,Consulting,Electricity supply,Economy tariffs
3963,61.1,Installation of equipment,Heating,Preferential tariffs
1857,59.5,Repair,Electricity supply,Standard tariffs
3517,80.5,Repair,Drainage,Standard tariffs
1426,79.8,Consulting,Heating,Standard tariffs
1636,87.8,Repair,Water supply,Economy tariffs
282,77.2,Energy supply,Drainage,Individual tariffs
3291,58.0,Energy supply,Gas supply,Preferential tariffs
1869,58.3,Servicing,Heating,Preferential tariffs
279,75.0,Consulting,Drainage,Economy tariffs
833,88.6,Energy supply,Electricity supply,Individual tariffs
1786,96.5,Consulting,Gas supply,Preferential tariffs
926,78.1,Consulting,Gas supply,Standard tariffs
3299,94.1,Energy supply,Gas supply,Tariffs for industry
736,55.1,Installation of equipment,Drainage,Discounted rates
601,52.6,Consulting,Heating,Combined tariffs
2257,52.9,Repair,Heating,Preferential tariffs
2824,70.7,Energy supply,Electricity supply,Economy tariffs
990,84.6,Repair,Heating,Discounted rates
1524,87.2,Servicing,Gas supply,Combined tariffs
2982,77.4,Repair,Drainage,Economy tariffs
1196,87.4,Servicing,Drainage,Combined tariffs
1078,70.3,Repair,Electricity supply,Tariffs for industry
2947,65.7,Installation of equipment,Gas supply,Standard tariffs
438,84.3,Repair,Drainage,Individual tariffs
3060,51.3,Installation of equipment,Gas supply,Individual tariffs
3393,55.5,Installation of equipment,Heating,Tariffs for industry
3710,51.7,Repair,Gas supply,Individual tariffs
1991,67.2,Energy supply,Electricity supply,Combined tariffs
3774,83.3,Installation of equipment,Heating,Economy tariffs
2421,58.0,Installation of equipment,Gas supply,Tariffs for industry
2733,58.3,Consulting,Heating,Standard tariffs
3178,72.6,Consulting,Gas supply,Discounted rates
546,96.4,Consulting,Water supply,Individual tariffs
1900,72.2,Repair,Water supply,Tariffs for industry
3982,85.0,Energy supply,Heating,Standard tariffs
3869,86.6,Energy supply,Water supply,Discounted rates
558,97.4,Installation of equipment,Drainage,Combined tariffs
3294,87.5,Energy supply,Drainage,Preferential tariffs
3575,81.5,Repair,Gas supply,Preferential tariffs
3028,77.6,Servicing,Gas supply,Standard tariffs
461,95.7,Repair,Electricity supply,Individual tariffs
439,55.4,Servicing,Drainage,Tariffs for industry
2870,96.2,Installation of equipment,Gas supply,Individual tariffs
453,69.3,Servicing,Drainage,Preferential tariffs
1152,68.0,Repair,Electricity supply,Standard tariffs
326,59.2,Consulting,Gas supply,Standard tariffs
2747,56.2,Servicing,Heating,Individual tariffs
3523,70.6,Servicing,Drainage,Individual tariffs
3127,82.8,Installation of equipment,Gas supply,Standard tariffs
2251,83.7,Installation of equipment,Heating,Standard tariffs
2652,92.0,Servicing,Heating,Economy tariffs
643,81.8,Repair,Heating,Individual tariffs
2037,60.2,Servicing,Water supply,Individual tariffs
1209,88.4,Energy supply,Heating,Tariffs for industry
1084,89.2,Energy supply,Electricity supply,Discounted rates
2859,91.1,Consulting,Electricity supply,Combined tariffs
2827,60.9,Servicing,Water supply,Discounted rates
3370,63.2,Servicing,Electricity supply,Economy tariffs
704,81.2,Servicing,Electricity supply,Economy tariffs
575,56.5,Servicing,Electricity supply,Tariffs for industry
618,77.9,Repair,Heating,Tariffs for industry
192,56.9,Energy supply,Water supply,Preferential tariffs
592,94.5,Servicing,Water supply,Standard tariffs
3871,71.6,Servicing,Drainage,Preferential tariffs
2181,82.0,Consulting,Heating,Discounted rates
2801,87.3,Repair,Electricity supply,Discounted rates
3724,57.8,Servicing,Heating,Standard tariffs
831,90.2,Repair,Gas supply,Individual tariffs
3648,90.3,Installation of equipment,Gas supply,Tariffs for industry
1510,67.3,Installation of equipment,Drainage,Preferential tariffs
1367,83.9,Repair,Heating,Individual tariffs
651,50.9,Repair,Gas supply,Discounted rates
2644,79.2,Installation of equipment,Gas supply,Combined tariffs
106,91.7,Installation of equipment,Electricity supply,Tariffs for industry
2755,70.8,Servicing,Electricity supply,Combined tariffs
3849,91.1,Repair,Gas supply,Standard tariffs
2020,82.2,Repair,Drainage,Individual tariffs
1367,64.7,Consulting,Heating,Tariffs for industry
823,84.3,Consulting,Water supply,Economy tariffs
2073,78.8,Energy supply,Gas supply,Standard tariffs
